# nonletter-usage migration ledger — the SHIPPED rule vs the three retired rules
# corpora=1504

## fleet ledger
retired_rule	total	preserved	coalesced	intentionally-moved	lost
punct.adjacency-anomaly	9354	1252	256	7846	0
lex.punct-only-token	4481	393	0	4088	0
punct.spacing-anomaly	27024	231	1418	25375	0
ALL	40859	1876	1674	37309	0

new_rule_findings_at_defaults	13709
lost_share	0.000000

## obligation (a) — adjacency findings that moved because sequence k = 2
# an old adjacency finding the rule declines at k=2 but WOULD emit at k=8:
# the pairing was already seen 2..7 times in this translation.
k2_specific_movers	908
share_of_adjacency_moved	0.115728
corpus	sid	pattern	context
bvd	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bvr	10	2	0	2	0	0	0	0	0	0	0	55	0	1	54	0	0
bvw	5	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
bwc	8	0	0	0	0	0	0	0	0	0	0	31	0	0	31	0	0
bwd	4	0	0	0	0	0	9	0	0	9	0	5	0	0	5	0	0
bwo	7	15	2	0	13	0	9	0	0	9	0	14	0	0	14	0	0
bxh	10	0	0	0	0	0	1	1	0	0	0	10	0	0	10	0	0
byr	7	1	1	0	0	0	5	0	0	5	0	7	0	1	6	0	0
byx	12	1	0	0	1	0	0	0	0	0	0	18	0	0	18	0	0
bzdNTpo	5	0	0	0	0	0	1	0	0	1	0	17	0	1	16	0	0
bzh	6	4	0	1	3	0	0	0	0	0	0	12	1	0	11	0	0
bzj	12	0	0	0	0	0	0	0	0	0	0	22	0	1	21	0	0
caa	10	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
cabNT	3	6	0	0	6	0	0	0	0	0	0	17	0	0	17	0	0
cac	11	6	0	0	6	0	0	0	0	0	0	11	0	2	9	0	0
cafNT	15	3	0	0	3	0	0	0	0	0	0	10	0	1	9	0	0
cak	8	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
cakCNT	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cakENT	1	3	0	0	3	0	0	0	0	0	0	8	1	0	7	0	0
cakNT	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
cakSNT	3	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
cakWNT	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
cakYNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
caoNT	4	2	0	0	2	0	0	0	0	0	0	17	0	0	17	0	0
capNT	5	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0
cavNT	3	7	1	0	6	0	0	0	0	0	0	24	0	0	24	0	1
caxNT	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
cbcNT	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbiNTpo	7	10	1	0	9	0	0	0	0	0	0	37	1	2	34	0	0
cbk	3	1	1	0	0	0	0	0	0	0	0	30	0	0	30	0	0
cbrNT	5	6	1	0	5	0	0	0	0	0	0	27	1	1	25	0	0
cbsNT	6	2	0	0	2	0	0	0	0	0	0	15	1	0	14	0	2
cbtNTpo	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbuNT	12	14	0	0	14	0	0	0	0	0	0	16	0	2	14	0	0
cbv	15	2	0	0	2	0	0	0	0	0	0	12	3	5	4	0	0
ccoNT	6	4	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0
cdz	12	0	0	0	0	0	0	0	0	0	0	65	0	7	58	0	0
cebocb	7	0	0	0	0	0	16	0	0	16	0	0	0	0	0	0	0
cebulb	33	7	4	2	1	0	16	0	0	16	0	6	1	0	5	0	0
cekak	6	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
ces1613	3	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0
ceslb	12	0	0	0	0	0	2	0	0	2	0	9	0	1	8	0	0
cesnkb	10	1	1	0	0	0	6	2	0	4	0	12	1	0	11	0	0
cfm	6	1	0	1	0	0	3	2	0	1	0	2	0	0	2	0	0
cgc	2	0	0	0	0	0	0	0	0	0	0	24	0	0	24	0	0
cha	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chdNT	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chfNT	2	5	0	0	5	0	0	0	0	0	0	12	0	1	11	0	0
chk	8	0	0	0	0	0	0	0	0	0	0	112	0	2	110	0	0
chqNT	6	4	0	0	4	0	0	0	0	0	0	25	0	0	25	0	0
chzNTps	7	3	0	0	3	0	1	0	0	1	0	10	0	1	9	0	0
cjoNT	3	1	0	1	0	0	0	0	0	0	0	6	0	0	6	0	0
cjv	7	4	0	0	4	0	1	1	0	0	0	7	0	0	7	0	4
ckb	9	5	2	0	3	0	9	0	0	9	0	0	0	0	0	0	0
cleNT	4	5	0	0	5	0	0	0	0	0	0	7	0	1	6	0	0
clu	7	0	0	0	0	0	9	0	0	9	0	9	0	0	9	0	0
cmeNT	8	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0
cmn-cu89s	12	1	1	0	0	0	3	0	0	3	0	93	0	2	91	0	0
cmn-cu89t	18	3	3	0	0	0	6	1	0	5	0	49	0	5	44	0	0
cmncbs	8	0	0	0	0	0	0	0	0	0	0	12	0	0	12	0	0
cmncbt	9	0	0	0	0	0	0	0	0	0	0	12	0	0	12	0	0
cmnfeb	21	11	5	0	6	0	0	0	0	0	0	14	0	1	13	0	4
cniNT	1	0	0	0	0	0	5	0	0	5	0	4	0	0	4	0	0
cnlNT	6	5	0	0	5	0	0	0	0	0	0	21	0	1	20	0	0
cntNT	15	7	2	1	4	0	1	1	0	0	0	10	0	1	9	0	0
cofNT	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
conNTpo	8	2	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0
copbhc	3	0	0	0	0	0	7	1	0	6	0	0	0	0	0	0	0
copcnt	12	6	2	0	4	0	19	1	0	18	0	34	0	1	33	0	3
copshc	3	6	1	0	5	0	1	0	0	1	0	12	1	0	11	0	0
cotNT	10	4	2	0	2	0	0	0	0	0	0	6	0	0	6	0	0
cpaNT	5	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
cpbNT	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
cpcNT	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cpuNT	4	13	1	1	11	0	0	0	0	0	0	0	0	0	0	0	2
cpy	13	11	3	0	8	0	0	0	0	0	0	0	0	0	0	0	4
crnNT	3	6	0	0	6	0	0	0	0	0	0	4	0	1	3	0	0
crxNTpo	18	5	0	2	3	0	0	0	0	0	0	1	0	0	1	0	0
csoNT	7	5	0	0	5	0	0	0	0	0	0	6	0	1	5	0	0
csy	4	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ctaNT	2	3	0	0	3	0	0	0	0	0	0	12	0	0	12	0	0
cth	16	13	1	0	12	0	8	0	0	8	0	132	2	5	125	0	2
ctpNT	4	8	0	0	8	0	2	0	0	2	0	10	0	0	10	0	0
ctu76	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ctuBl	5	4	0	0	4	0	0	0	0	0	0	7	0	0	7	0	0
ctucti	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cubNT	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0
cucNT	6	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0
cug	0	0	0	0	0	0	8	0	0	8	0	14	0	0	14	0	0
cui	4	0	0	0	0	0	0	0	0	0	0	15	0	2	13	0	0
cuk	16	1	1	0	0	0	1	1	0	0	0	5	0	0	5	0	0
cuk09	2	14	0	0	14	0	0	0	0	0	0	1	0	0	1	0	0
cutNT	5	4	0	0	4	0	0	0	0	0	0	4	0	0	4	0	0
cuxNT	4	4	0	0	4	0	0	0	0	0	0	13	1	0	12	0	0
cwe	4	8	0	0	8	0	0	0	0	0	0	13	0	0	13	0	0
cya	4	0	0	0	0	0	0	0	0	0	0	23	1	2	20	0	0
daaNT	1	0	0	0	0	0	11	0	0	11	0	1	0	1	0	0	0
dad	2	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0
dah	8	0	0	0	0	0	2	2	0	0	0	10	0	0	10	0	0
dan1931	14	51	0	0	51	0	30	1	0	29	0	22	1	1	20	0	2
dao	12	0	0	0	0	0	9	1	0	8	0	17	0	3	14	0	0
ded	10	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0
deu1912	5	4	0	0	4	0	5	0	0	5	0	14	0	0	14	0	2
deu1951	18	2	0	0	2	0	0	0	0	0	0	24	0	2	22	0	0
deuelbbk	21	13	2	0	11	0	35	1	0	34	0	76	0	9	67	0	0
deuelo	3	12	1	0	11	0	0	0	0	0	0	35	1	0	34	0	0
deutkw	16	8	1	0	7	0	37	4	0	33	0	50	0	3	47	0	0
dgc	7	1	1	0	0	0	0	0	0	0	0	20	0	0	20	0	0
dgrDOGNT	8	0	0	0	0	0	0	0	0	0	0	17	0	0	17	0	0
dgz	3	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0	0
dhg	12	20	2	0	18	0	0	0	0	0	0	15	0	3	12	0	0
dhgduwadha	5	1	1	0	0	0	1	1	0	0	0	26	0	0	26	0	0
dhn	4	0	0	0	0	0	0	0	0	0	0	23	0	0	23	0	0
dif	7	0	0	0	0	0	1	1	0	0	0	23	0	2	21	0	0
dikNT	5	0	0	0	0	0	8	0	0	8	0	10	0	0	10	0	0
dji	2	0	0	0	0	0	0	0	0	0	0	27	0	0	27	0	0
djkNT	1	13	0	0	13	0	0	0	0	0	0	11	0	0	11	0	0
djr	9	8	1	0	7	0	0	0	0	0	0	8	0	1	7	0	0
dne	10	4	1	1	2	0	0	0	0	0	0	13	0	0	13	0	2
dnv	7	0	0	0	0	0	4	3	0	1	0	10	0	0	10	0	0
dob	4	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0
dop	6	2	2	0	0	0	16	0	0	16	0	3	0	2	1	0	0
dov	20	17	2	0	15	0	0	0	0	0	0	11	3	1	7	0	2
dso	14	2	1	0	1	0	1	1	0	0	0	39	0	3	36	0	0
dwrENT	14	0	0	0	0	0	0	0	0	0	0	21	0	0	21	0	0
dwrNT	10	0	0	0	0	0	0	0	0	0	0	20	0	0	20	0	0
dwrl	7	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0
dww	10	0	0	0	0	0	12	0	0	12	0	19	0	1	18	0	0
dwy	2	19	0	0	19	0	0	0	0	0	0	12	0	0	12	0	0
ebk	3	0	0	0	0	0	0	0	0	0	0	21	0	1	20	0	0
eka	36	20	4	1	15	0	31	1	0	30	0	177	0	5	172	0	4
ekk	3	0	0	0	0	0	9	0	0	9	0	7	0	0	7	0	0
ekkpkp	9	0	0	0	0	0	1	0	0	1	0	9	0	3	6	0	0
eko	6	4	0	0	4	0	0	0	0	0	0	11	0	3	8	0	0
emi	5	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0	0
empNTpo	13	0	0	0	0	0	12	0	0	12	0	27	0	0	27	0	0
ena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eng-Brenton	7	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0
eng-asv	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
eng-glw	4	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
eng-kjv	5	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
eng-kjv2006	7	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
eng-lxx2012	8	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0
eng-rv	6	5	3	0	2	0	1	1	0	0	0	4	0	2	2	0	0
eng-t4t	36	19	3	1	15	0	0	0	0	0	0	36	1	10	25	0	0
eng-uk-lxx2012	8	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0
eng-web	9	1	1	0	0	0	0	0	0	0	0	22	0	1	21	0	0
eng-web-c	8	1	1	0	0	0	0	0	0	0	0	22	0	1	21	0	0
eng-webbe	9	1	1	0	0	0	0	0	0	0	0	22	0	1	21	0	0
engBBE	6	1	1	0	0	0	17	0	0	17	0	35	0	2	33	0	0
engDBY	9	7	1	0	6	0	0	0	0	0	0	38	0	0	38	0	0
engDRA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
engPEV	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
engULB	18	2	1	1	0	0	0	0	0	0	0	31	0	2	29	0	0
engWycliffe	4	0	0	0	0	0	0	0	0	0	0	25	0	0	25	0	0
engaoi	7	0	0	0	0	0	0	0	0	0	0	6	0	2	4	0	0
engasvbt	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
engbarkley	4	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0
engbarkly	11	0	0	0	0	0	0	0	0	0	0	18	0	0	18	0	0
engbsb	9	1	1	0	0	0	0	0	0	0	0	28	0	2	26	0	0
engemtv	5	0	0	0	0	0	0	0	0	0	0	25	0	1	24	0	0
engf35	6	3	1	0	2	0	2	1	0	1	0	24	0	0	24	0	2
engfbv	11	10	1	0	9	0	0	0	0	0	0	40	0	1	39	0	4
enggnv	0	3	0	0	3	0	0	0	0	0	0	13	0	0	13	0	0
engjps	8	0	0	0	0	0	0	0	0	0	0	18	0	6	12	0	0
engkjvcpb	6	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
englee	6	2	2	0	0	0	1	1	0	0	0	22	0	0	22	0	0
englsv	8	0	0	0	0	0	2	2	0	0	0	17	1	1	15	0	0
englxxup	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
engmsb	9	1	1	0	0	0	0	0	0	0	0	10	0	1	9	0	0
engnet	20	19	1	3	15	0	4	1	0	3	0	19	0	4	15	0	4
engnna	17	4	0	1	3	0	6	1	0	5	0	27	0	11	16	0	2
engnoy	15	3	1	0	2	0	0	0	0	0	0	9	0	0	9	0	0
engoebcw	5	1	1	0	0	0	0	0	0	0	0	17	0	0	17	0	0
engoebus	4	1	1	0	0	0	0	0	0	0	0	17	0	0	17	0	0
engojb	22	3	0	0	3	0	19	2	0	17	0	71	0	4	67	0	0
engoke	16	3	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0
engourb	29	6	1	0	5	0	0	0	0	0	0	100	0	6	94	0	2
engtcent	7	1	1	0	0	0	0	0	0	0	0	25	0	0	25	0	0
engtnt	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
engwebp	9	0	0	0	0	0	0	0	0	0	0	20	2	0	18	0	0
engwebpb	9	0	0	0	0	0	0	0	0	0	0	20	2	0	18	0	0
engwebster	0	0	0	0	0	0	0	0	0	0	0	23	0	0	23	0	0
engwebu	9	1	1	0	0	0	0	0	0	0	0	22	0	1	21	0	0
engwmb	9	0	0	0	0	0	0	0	0	0	0	20	2	0	18	0	0
engwmbb	9	0	0	0	0	0	0	0	0	0	0	20	2	0	18	0	0
engwyc2017	4	17	0	0	17	0	1	1	0	0	0	16	0	2	14	0	2
engwyc2018	13	24	5	0	19	0	5	0	0	5	0	127	0	7	120	0	1
engylt	12	0	0	0	0	0	0	0	0	0	0	18	0	5	13	0	0
enq2	3	0	0	0	0	0	0	0	0	0	0	19	0	0	19	0	0
epo	6	0	0	0	0	0	0	0	0	0	0	14	0	3	11	0	0
eri	8	0	0	0	0	0	0	0	0	0	0	12	0	0	12	0	0
eseNT	7	0	0	0	0	0	0	0	0	0	0	17	0	2	15	0	0
eskNT	10	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0
etr	17	2	2	0	0	0	3	3	0	0	0	6	0	6	0	0	0
ewe	8	0	0	0	0	0	18	0	0	18	0	0	0	0	0	0	0
faa	6	1	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0
fad	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
fai	7	2	2	0	0	0	0	0	0	0	0	6	0	0	6	0	0
far	3	0	0	0	0	0	0	0	0	0	0	19	0	0	19	0	0
ffm	3	4	1	0	3	0	0	0	0	0	0	18	0	0	18	0	0
fin	9	0	0	0	0	0	6	2	0	4	0	16	0	1	15	0	0
for	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fraLSG	6	7	0	0	7	0	0	0	0	0	0	229	1	2	226	0	0
fra_fob	4	1	0	0	1	0	0	0	0	0	0	19	0	0	19	0	0
frajnd	11	41	0	0	41	0	70	0	0	70	0	13	0	1	12	0	0
francl	12	39	0	0	39	0	37	0	0	37	0	39	1	3	35	0	0
frasbl	11	12	0	1	11	0	10	1	0	9	0	74	1	1	72	0	0
fue	9	0	0	0	0	0	4	0	0	4	0	15	0	0	15	0	0
fuf	7	0	0	0	0	0	1	1	0	0	0	26	0	4	22	0	0
fuhbkf	2	1	1	0	0	0	0	0	0	0	0	49	0	15	34	0	0
gah	9	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
gai	3	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0
gam	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gaq	12	0	0	0	0	0	0	0	0	0	0	20	0	2	18	0	0
gaw	4	0	0	0	0	0	0	0	0	0	0	27	0	0	27	0	0
gax	5	5	0	0	5	0	16	0	0	16	0	5	0	0	5	0	0
gaz	9	0	0	0	0	0	18	0	0	18	0	26	0	3	23	0	0
gaze	11	0	0	0	0	0	18	0	0	18	0	48	0	3	45	0	0
gbl	3	8	0	0	8	0	1	1	0	0	0	13	0	0	13	0	4
gdf	4	3	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0
gdn	3	2	0	0	2	0	4	0	0	4	0	0	0	0	0	0	2
gdr	8	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0
geb	10	0	0	0	0	0	0	0	0	0	0	17	0	0	17	0	0
gel	5	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0
gfk	0	0	0	0	0	0	6	0	0	6	0	7	0	0	7	0	0
gfkh	2	1	0	1	0	0	0	0	0	0	0	7	0	0	7	0	0
gfks	2	1	1	0	0	0	0	0	0	0	0	8	0	0	8	0	0
ghn	8	3	1	0	2	0	0	0	0	0	0	8	0	0	8	0	2
ghs	5	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
glk	6	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
glwl	10	2	1	0	1	0	5	0	0	5	0	35	0	2	33	0	0
gmvRNT	9	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0
gmve	17	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0
gmvggm	16	4	2	0	2	0	4	0	0	4	0	9	0	0	9	0	0
gmvl	10	0	0	0	0	0	0	0	0	0	0	8	1	1	6	0	0
gngNT	5	0	0	0	0	0	7	0	0	7	0	11	0	0	11	0	0
gnn	8	3	1	0	2	0	0	0	0	0	0	6	0	0	6	0	0
gnwNT	4	0	0	0	0	0	0	0	0	0	0	7	0	1	6	0	0
gofENT	5	0	0	0	0	0	2	0	0	2	0	20	0	0	20	0	0
gofRNT	4	0	0	0	0	0	2	0	0	2	0	18	0	0	18	0	0
gofe	17	2	1	0	1	0	0	0	0	0	0	5	0	3	2	0	0
gofl	8	0	0	0	0	0	0	0	0	0	0	5	3	2	0	0	0
gofwftw	5	1	1	0	0	0	2	0	0	2	0	18	1	0	17	0	0
goj	9	1	0	0	1	0	0	0	0	0	0	55	0	7	48	0	0
gok	11	3	0	0	3	0	0	0	0	0	0	42	0	6	36	0	2
grc-tisch	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grcbrent	9	7	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0
grcbyz	9	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0
grcf35	5	7	0	0	7	0	0	0	0	0	0	20	0	0	20	0	0
grclxx	14	0	0	0	0	0	2	1	0	1	0	12	0	1	11	0	0
grcmt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grcsr	2	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
grctcgnt	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
grctr	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gubBl	6	0	0	0	0	0	45	0	0	45	0	5	1	0	4	0	0
guh	11	1	1	0	0	0	0	0	0	0	0	6	4	0	2	0	0
guiNT	8	0	0	0	0	0	0	0	0	0	0	17	1	1	15	0	0
guj2017	10	22	5	1	16	0	0	0	0	0	0	22	0	2	20	0	8
gulNT	3	0	0	0	0	0	17	0	0	17	0	6	0	0	6	0	0
gum	9	6	2	0	4	0	0	0	0	0	0	17	0	0	17	0	0
gun	11	0	0	0	0	0	2	1	0	1	0	16	1	2	13	0	0
guoNT	13	0	0	0	0	0	5	0	0	5	0	3	0	3	0	0	0
gup	16	3	2	1	0	0	0	0	0	0	0	9	0	6	3	0	0
gux	13	3	1	0	2	0	0	0	0	0	0	43	1	2	40	0	0
guxg	20	27	6	0	21	0	3	3	0	0	0	44	1	4	39	0	0
gvc	8	1	1	0	0	0	0	0	0	0	0	4	0	2	2	0	0
gvf	1	0	0	0	0	0	4	0	0	4	0	15	0	0	15	0	0
gvn	11	0	0	0	0	0	0	0	0	0	0	6	0	1	5	0	0
gvs	14	0	0	0	0	0	8	0	0	8	0	31	0	0	31	0	0
gwiNT	13	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0
gyl	4	0	0	0	0	0	3	0	0	3	0	2	0	0	2	0	0
gymNT	5	1	1	0	0	0	0	0	0	0	0	6	3	0	3	0	0
gyrNT	4	3	3	0	0	0	0	0	0	0	0	12	1	0	11	0	0
gyz	7	0	0	0	0	0	4	0	0	4	0	12	0	1	11	0	0
hat	17	4	0	0	4	0	0	0	0	0	0	18	0	6	12	0	2
hatbsa	18	6	1	0	5	0	2	2	0	0	0	52	0	5	47	0	0
hausa	12	0	0	0	0	0	1	0	0	1	0	11	0	4	7	0	0
hauulb	21	2	2	0	0	0	6	0	0	6	0	6	2	0	4	0	0
hav	2	0	0	0	0	0	4	0	0	4	0	6	0	0	6	0	0
haw1868	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hbo	1	0	0	0	0	0	6	0	0	6	0	1	0	0	1	0	0
hboWLC	1	0	0	0	0	0	5	0	0	5	0	98	0	1	97	0	0
hch	6	5	0	0	5	0	1	0	0	1	0	52	0	1	51	0	0
hchNT	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heb	0	1	0	0	1	0	5	0	0	5	0	0	0	0	0	0	0
heblb	17	11	0	1	10	0	0	0	0	0	0	8	0	0	8	0	0
hebsg	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
hebwlc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hegNTpo	4	0	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0
hil	16	0	0	0	0	0	0	0	0	0	0	43	0	2	41	0	0
hin2017	14	10	2	2	6	0	0	0	0	0	0	52	0	3	49	0	2
hincv	8	0	0	0	0	0	13	0	0	13	0	1	1	0	0	0	0
hixNT	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hla	13	1	1	0	0	0	6	0	0	6	0	15	0	6	9	0	0
hlb	4	10	0	0	10	0	0	0	0	0	0	5	0	1	4	0	0
hlt	10	16	0	0	16	0	0	0	0	0	0	73	0	4	69	0	4
hltmcsb	8	24	0	0	24	0	1	0	0	1	0	35	0	2	33	0	4
hltthb	12	13	3	1	9	0	0	0	0	0	0	5	1	0	4	0	0
hmo	17	3	2	1	0	0	2	2	0	0	0	25	0	4	21	0	0
hne	8	0	0	0	0	0	1	1	0	0	0	2	0	2	0	0	0
hnsNT	2	1	0	0	1	0	11	0	0	11	0	13	0	0	13	0	0
hopNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hot	8	0	0	0	0	0	0	0	0	0	0	34	0	0	34	0	0
hoy	5	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0	0
hrebt	7	4	1	0	3	0	0	0	0	0	0	21	1	3	17	0	0
hru	13	1	1	0	0	0	0	0	0	0	0	15	1	0	14	0	0
hrv	15	4	3	1	0	0	5	2	0	3	0	63	0	5	58	0	0
hrvbib	19	7	3	2	2	0	1	1	0	0	0	11	1	0	10	0	0
hrw	5	2	0	0	2	0	0	0	0	0	0	4	0	0	4	0	1
hto	6	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0
hubNT	1	1	0	0	1	0	0	0	0	0	0	8	0	0	8	0	0
hui	4	0	0	0	0	0	15	0	0	15	0	20	0	2	18	0	0
hun	7	3	1	2	0	0	1	1	0	0	0	26	0	0	26	0	0
husNT1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
husNT2005	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
huuNT	2	1	0	0	1	0	0	0	0	0	0	15	0	0	15	0	0
huvNT	3	2	0	0	2	0	0	0	0	0	0	12	0	2	10	0	0
hvn	3	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0
hwo	5	0	0	0	0	0	0	0	0	0	0	14	0	2	12	0	0
ian	5	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ibo	6	0	0	0	0	0	1	0	0	1	0	46	0	2	44	0	0
idc	7	14	1	0	13	0	0	0	0	0	0	22	0	0	22	0	2
ignNT	8	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0
ikkNT	5	9	0	0	9	0	7	0	0	7	0	31	0	0	31	0	0
ikwNT	4	0	0	0	0	0	0	0	0	0	0	13	0	0	13	0	0
ikz	4	0	0	0	0	0	0	0	0	0	0	13	0	1	12	0	0
iloulb	32	12	1	2	9	0	7	0	0	7	0	3	0	0	3	0	4
imo	4	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
inb	6	4	1	0	3	0	0	0	0	0	0	11	0	0	11	0	2
ind	6	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
indags	10	7	2	1	4	0	0	0	0	0	0	13	1	0	12	0	0
indayt	13	3	2	1	0	0	1	0	0	1	0	2	0	2	0	0	0
ino	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ino2013	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iou	8	3	0	0	3	0	7	0	0	7	0	2	0	2	0	0	0
ipi	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
isl	7	4	1	0	3	0	1	1	0	0	0	18	0	1	17	0	2
isn	15	2	1	0	1	0	8	0	0	8	0	19	0	0	19	0	0
ita1885	2	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0
ita1927	11	3	1	0	2	0	0	0	0	0	0	24	0	3	21	0	0
iws	8	2	2	0	0	0	0	0	0	0	0	5	0	0	5	0	0
ixlCNT	7	4	0	0	4	0	0	0	0	0	0	19	0	0	19	0	0
ixlNNT	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iyx	6	0	0	0	0	0	15	0	0	15	0	24	0	0	24	0	0
jacNT	1	0	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0
jae	27	0	0	0	0	0	12	1	0	11	0	6	0	4	2	0	0
jao	8	0	0	0	0	0	0	0	0	0	0	12	0	0	12	0	0
jicNT	13	0	0	0	0	0	1	1	0	0	0	5	0	0	5	0	0
jid	23	7	2	0	5	0	4	3	0	1	0	10	0	4	6	0	0
jivNT	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jni	19	5	1	0	4	0	0	0	0	0	0	12	1	1	10	0	2
jnje	12	12	7	0	5	0	5	0	0	5	0	25	1	0	24	0	4
